userId,encoding
59863,"[485.  381.  112.5 189.5 595.5 288.   12.5 867.5 237.   28.  168.  116.
 185.5 380.5 285.  548.   66.5  26. ]"
59878,"[ 176.5  291.   118.5  187.5 1615.5  295.   486.  2556.   243.5   22.5
  101.5  178.   188.5  973.   171.5  324.   161.5   57.5]"
59945,"[ 596.   376.    83.   180.  1290.   723.5   27.  2235.5  204.    50.
  199.   155.   349.   721.   267.  1043.   169.    93.5]"
59951,"[1090.5  750.5  124.5  177.  1864.5  756.5  242.  2802.5  354.    21.
  468.    99.5  393.   883.5  702.  1325.5  200.    85.5]"
59966,"[ 781.   762.5  290.   337.  1382.5  395.    24.5 1146.   490.5    8.5
  174.5  247.   166.5  710.   446.5  559.5   46.5   31. ]"
59968,"[496. 293.  42.  87. 861. 403.   0. 955. 129.  28. 104.  74. 146. 525.
 216. 520.  69.  33.]"
59973,"[571.  490.5 202.  245.5 848.  288.    7.  973.  218.5   2.5 291.   87.
 175.5 729.  249.  610.5  95.5  21. ]"
60001,"[671.5 462.5  94.   95.5 422.  319.    0.  742.  203.    7.  250.5  39.5
 188.5 214.5 360.  624.5 126.   33.5]"
60024,"[1095.   997.   143.   194.5 1063.   502.    55.5 1876.   357.5   38.5
  154.5  206.   312.   664.   579.5  933.5  390.   211. ]"
60032,"[ 774.5  495.   200.   257.   899.5  512.    56.5 1078.   249.    15.5
  382.5  102.5  242.5  292.   432.5  841.   111.    17.5]"
60035,"[ 416.  222.   36.   50. 1007.  583.   20. 1287.  113.   80.   95.   41.
  224.  388.  161.  567.  111.   70.]"
60044,"[1082.5  609.    47.5  114.   980.5  588.5   10.5 1100.5  280.5   15.5
  162.    37.5  237.   501.5  384.   900.5  129.5   57. ]"
60049,"[712.  421.5  12.  105.5 829.5 325.5   7.  915.5 167.5   8.5 188.5  70.
 177.  456.5 233.5 772.   70.5  69.5]"
60069,"[1197.  803.   61.  225. 1138.  646.   35. 1566.  262.   54.  206.  125.
  306.  639.  476. 1115.  236.  174.]"
60070,"[ 877.5  737.5  164.   295.5 1021.   480.5    0.   889.5  325.5   21.5
   85.   111.5  190.5  363.   469.   690.    86.    57. ]"
60075,"[ 340.5  462.   186.5  194.   911.   213.5  141.  1094.   276.    14.5
   46.   130.   143.5  524.   334.5  287.    96.    32. ]"
60115,"[ 260.   217.5   27.    39.5  712.   404.5  140.  2239.   133.   110.5
  241.    66.   333.5  577.   132.   535.   269.5  111. ]"
60123,"[501.  468.5 121.5 115.  548.5 280.    2.5 612.  240.5  45.  127.5  45.5
 246.5 215.5 451.  450.   39.5  17. ]"
60142,"[ 593.5  769.5  411.5  421.  1101.5  151.     3.5 1136.   504.5    0.
   38.   135.    79.   695.   438.5  224.5   36.     9.5]"
60148,"[1029.5  714.5  135.5  177.5 1812.5  680.5  181.5 2184.5  406.    26.5
  994.   152.5  466.5  796.  1065.  1457.5  208.    66. ]"
60188,"[ 480.  402.  105.  181. 1291.  511.   37. 1522.  246.  103.  292.  211.
  271.  652.  291.  672.  145.   87.]"
60233,"[ 574.5  482.   105.5  285.5 1430.5  278.    53.5 1200.   281.     7.5
  101.   148.   183.5 1027.5  263.5  513.5   80.    29.5]"
60259,"[447.5 228.   83.   84.  907.5 356.   20.5 893.5  86.5  12.5  25.5  22.
 139.  506.  159.  492.   64.5  31. ]"
60294,"[837.5 631.  182.  173.  810.5 269.   20.  616.5 273.    5.  209.   61.
 124.5 305.5 531.  546.   68.   25. ]"
60305,"[2207.  1705.   473.5  692.5 4019.5 1603.   116.5 6429.   997.   151.
  664.5  607.5  790.  3102.  1053.5 2478.   629.5  211. ]"
60325,"[ 507.5  325.    89.5   89.   857.5  500.    34.  1144.5  211.5   31.
   77.    51.5  213.   517.   379.   667.    42.5   21. ]"
60331,"[ 276.  280.   95.  153.  926.  347.   63. 1741.  173.   78.  157.  168.
  213.  586.  170.  433.  224.   76.]"
60354,"[ 778.   454.5   89.5   90.   655.5  631.    37.  1780.5  203.    32.5
  215.    63.   288.   546.   382.   949.   181.    49.5]"
60409,"[ 465.   511.   182.   226.5 1002.   407.    58.  1673.5  278.5   50.5
   95.5  189.   235.   852.5  267.   543.   158.    26. ]"
60422,"[1852.   965.5  117.5  217.5 2986.5 1032.5  148.5 2154.   551.5   45.
 1948.   150.   531.5  633.  1706.5 2126.   125.5  106.5]"
60446,"[ 773.   410.5   45.5   57.   675.5  278.5   32.   502.5  227.5    8.
 1085.5   30.5  194.5  125.5  516.   820.    66.5   28. ]"
60448,"[1306.5 1068.5  428.   386.5 1711.5  771.5   87.  2636.5  703.5   17.
  859.   200.   515.   669.  1071.5 1656.   160.    37.5]"
60457,"[1060.   579.5   88.5   57.5  819.5  891.5   41.  2282.5  225.    53.
  164.    39.   417.   449.5  640.5 1285.5  314.5  106. ]"
60461,"[659.  652.  157.5 190.  799.5 341.5   0.  816.5 382.    7.  152.5  32.5
 234.  336.5 520.5 605.5  37.   27.5]"
60464,"[819.5 557.  129.5 129.5 888.5 347.5  14.5 621.  288.5   5.5 177.   45.
 147.5 255.5 481.  518.5  94.   27.5]"
60478,"[ 771.   878.5  299.   342.  1191.5  415.5    6.  1545.   455.   106.
  211.5  281.5  270.5  821.5  518.   645.5  196.5  120.5]"
60511,"[ 712.  422.   69.   98. 1406.  510.   23. 1561.  232.   49.  270.   65.
  279.  670.  268.  807.  156.   83.]"
60513,"[427.5 451.  174.5 244.  705.5 212.5  13.5 691.  292.5   8.   76.5 118.
 117.  365.  263.5 378.   60.   23.5]"
60517,"[531.5 393.5 118.5 149.  333.5 276.    0.  606.5 152.   11.   51.5  45.5
 136.5 150.  348.  417.5  43.   12.5]"
60522,"[ 552.  559.  187.  369. 1723.  409.   13. 1608.  404.   35.  176.  272.
  202.  809.  335.  667.   87.   66.]"
60528,"[ 727.5  464.    21.5  109.  1143.5  546.5   19.5 1588.   222.5   37.
  204.    59.   287.   560.5  268.   870.5  215.5  104.5]"
60553,"[ 433.   363.5   46.5   39.5  414.5  468.   126.5 1230.   134.5   57.5
   73.    87.   192.5  351.5  194.   533.   165.5   30.5]"
60567,"[1529.5  940.5  163.5  255.  1197.5  615.5   28.5 1035.5  381.5   10.5
  145.    90.5  172.5  333.   668.  1013.5  176.    47. ]"
60597,"[ 447.  350.  129.  254. 1105.  384.    3.  926.  233.   19.  145.  126.
  151.  426.  225.  478.   62.   36.]"
60613,"[ 688.  526.   89.  218. 1004.  331.   10. 1366.  180.   12.  113.  139.
  148.  644.  336.  588.  181.   72.]"
60614,"[1096.5  929.   397.5  239.5 1095.5  842.    88.  2980.5  515.   113.
  474.   108.5  524.   648.   816.  1278.5  306.5  120.5]"
60618,"[1438.   853.5  218.5  264.5  913.   741.    24.5 1334.   449.5   13.
  400.5   79.5  310.5  304.   739.  1293.   150.    32. ]"
60619,"[ 409.   355.    68.5  134.5  628.   429.    10.5 1474.5  140.5  140.
   44.5  108.5  206.5  431.5  107.5  525.   203.5  213.5]"
60624,"[ 272.5  226.    31.    18.   747.5  416.    81.  2443.5  209.5   40.5
  145.    17.5  304.   630.   299.   609.    92.    30. ]"
60625,"[ 352.  197.   26.   77.  874.  284.    0. 1073.  103.    8.  124.   51.
  161.  509.  158.  495.   59.   29.]"
60634,"[ 548.  456.  132.  286. 2155.  560.   28. 1669.  305.   24.  127.  153.
  199.  889.  251.  627.  105.   39.]"
60635,"[448.  365.   93.5 101.5 630.  353.   21.  883.  175.5  11.   71.5  25.
 164.  345.5 224.5 453.   91.5  19.5]"
60636,"[ 452.   461.    44.    86.   696.5  351.5    5.  1040.   199.5   48.
   70.5   63.5  185.5  380.   277.   419.5  153.5   94. ]"
60644,"[ 467.   720.   439.5  541.  1033.5   59.5    3.   803.5  417.     0.
   51.5  180.5   42.5  844.   336.   185.    76.    19. ]"
60655,"[3154.  1973.5  341.5  572.5 4531.5 2136.   282.5 6443.   839.5  183.
  642.   278.5  807.  2384.5 1611.  3224.   848.   319.5]"
60675,"[814. 716. 205. 296. 951. 341.   8. 895. 389.  24. 322. 188. 218. 406.
 524. 588. 120.  61.]"
60681,"[261.  353.  161.  226.  769.5 300.   61.  833.  222.   22.   82.  144.
 148.  322.  163.  316.   88.5  15. ]"
60685,"[1389.  1121.5  448.5  455.  1562.   661.5  105.5 1629.5  603.    26.
  600.   177.   395.   512.5  778.5 1280.   145.5   64.5]"
60715,"[499. 367.  28.  82. 347. 279.  19. 867. 134.  65. 196.  52. 242. 375.
 305. 674. 175.  82.]"
60777,"[ 510.   498.5   50.   190.  1091.   286.    33.5 1052.5  235.5   16.5
  153.   126.   150.5  399.5  413.   471.5  104.    37. ]"
60778,"[1187.5  559.    22.    35.   612.   571.    36.  1168.5  241.    10.
   55.    29.   201.   480.5  507.   905.    99.     9.5]"
60782,"[391.5 447.  138.5 161.5 921.  206.5  17.5 877.5 320.    4.5 149.   81.
 186.5 569.5 311.5 440.   51.    5.5]"
60791,"[303.5 262.   89.  174.  673.5 313.5  89.  891.  148.5  19.   31.   56.
  99.5 273.  129.  302.  110.   59. ]"
60797,"[ 643.  463.   91.  218.  883.  534.   10. 1014.  219.   63.  116.  129.
  202.  304.  373.  621.  192.  165.]"
60813,"[ 156.   130.5   28.    55.   754.   332.5   57.  1584.    93.    72.5
   18.5   63.5  196.   623.5   33.   337.5  131.    50.5]"
60818,"[ 442.   465.5  223.   121.5  510.5  361.5   84.5 1039.   343.    43.
  106.    46.   160.   271.   298.   442.    94.    65.5]"
60821,"[1189.   849.   130.5  254.  1083.   426.5    0.  1081.5  328.5   11.5
  246.   104.5  183.   531.5  583.5  902.   187.5  100. ]"
60824,"[ 636.5  421.    27.5   70.5  762.5  475.5   31.  1650.   162.5    7.5
  135.    58.5  215.   567.   270.   707.5  202.5   62. ]"
60827,"[ 534.5  446.   105.   146.   830.   381.     8.5 1078.5  151.    30.
   82.5   59.   213.5  642.   251.   657.    70.5   17.5]"
60837,"[573.  484.  201.  178.  849.5 191.    8.5 950.5 269.    5.5 124.5  65.
 190.  433.5 706.  485.   28.5  10. ]"
60861,"[ 594.   434.   110.   294.5 1952.5  414.5   26.  1043.5  298.    22.5
  120.   132.5  188.   649.5  242.5  532.    40.    29.5]"
60904,"[ 303.   297.   238.5  154.5  550.   276.    91.5 1166.   219.    24.
   99.5   71.   157.5  405.5  209.   312.    69.5   21. ]"
60905,"[ 469.   468.5  144.5  144.5  687.5  363.   177.5 1224.   268.    62.
  220.    86.5  257.5  255.   270.   541.5  129.    27. ]"
60915,"[1472.5  852.    57.   136.   593.5  502.    13.   685.5  273.     2.5
  101.5   15.5  139.   217.   646.5  938.5  152.5   22. ]"
60928,"[367.5 290.   76.5 137.  545.  254.   15.  804.5 100.5  16.   86.5  23.
 112.5 304.  247.5 433.5  57.   18. ]"
60932,"[ 340.   336.5  185.   281.5  939.5  320.    44.5 1096.5  275.    31.
  182.   215.   192.5  630.   159.5  459.    90.     7.5]"
60971,"[ 545.   637.5  442.   658.  1918.5  383.5  206.5 1769.5  525.5   26.5
  253.5  389.   185.5  935.   317.   538.5  120.5   34.5]"
60976,"[ 559.5  417.   125.5   91.5  356.5  348.5   66.5 1010.5  143.5   16.
  101.5   28.5  161.5  248.   339.   552.   214.5   39. ]"
60986,"[981.5 902.  201.5 204.5 778.5 261.5  12.  777.5 450.    8.5 125.   48.5
 197.  416.  898.5 620.5  28.   22. ]"
61003,"[1316.   901.5  266.5  316.  1045.5  539.5   12.  1074.5  420.5   12.
  137.5  143.5  192.5  417.5  674.5  914.5  154.5   49. ]"
61010,"[2908.  1857.5  537.5  841.5 5665.5 2446.   490.  6293.5 1191.5  172.5
 3767.5  398.5 1693.5 1911.  2028.  5176.   434.   215.5]"
61011,"[ 251.   285.5   21.    38.5 1089.5  394.5   87.5 2328.   174.5   45.
  117.    80.   279.5 1031.5  217.5  537.5  101.5   35.5]"
61025,"[158.5 148.   83.   40.  328.5 292.   59.  910.  118.   15.5 761.5  30.
 233.  105.  121.5 727.5  33.   12. ]"
61046,"[917.  662.  215.5 279.5 922.5 360.    9.5 572.5 329.5  11.5 234.   63.5
 155.  237.5 453.5 658.5  61.5  32. ]"
61050,"[ 432.5  453.5  311.   422.  1250.5  264.    87.   781.5  346.5    1.5
  379.5  235.   158.5  355.5  331.   515.5   55.    18.5]"
61059,"[ 735.5  696.   375.5  542.5 1948.5  532.5   92.  1924.5  452.5   20.
  227.   298.5  342.   966.   406.   861.5  217.5   66. ]"
61103,"[ 595.   520.5  107.   217.5 1203.   346.    27.5 1827.   283.5   10.
   49.5  130.5  165.5 1058.5  265.   564.   160.    52.5]"
61109,"[1419.   945.5  249.5  398.  1739.   741.5   51.  1475.   542.     7.5
  641.5  152.5  319.   535.   660.  1309.5  190.5   61. ]"
61126,"[ 605.5  584.   190.5  314.5 1173.   329.5    8.  1102.5  260.5   20.5
   72.   167.   147.   644.   302.   502.5   65.5   45.5]"
61190,"[ 520.   462.5  439.5  271.5  828.   523.    11.5 1203.   389.   205.
  221.5  211.   267.5  409.   290.   600.   164.    77. ]"
61191,"[ 241.  153.   40.   43.  598.  378.   63. 1171.   86.   28.   79.   35.
  143.  293.   99.  355.   63.   18.]"
61194,"[1404.  1149.5  551.5  458.5 1293.5  690.5   10.5 1984.   628.5   30.
  573.5  126.   483.5  696.   939.5 1444.   159.5   65.5]"
61228,"[ 888.   497.5   92.5  116.5  715.5  585.    28.   928.5  210.5   22.
  297.5   17.   233.   250.   382.  1034.   102.    69.5]"
61248,"[2535.5 1482.5  239.   296.5 1677.5 1176.5   20.  1828.5  659.5   46.5
  338.5   98.   434.5  603.5 1153.5 1856.   270.5  263.5]"
61252,"[ 442.   418.   135.   122.5  471.5  394.    26.  1358.   229.    68.
  210.5   34.5  278.   329.   287.5  568.   131.5   45. ]"
61286,"[746. 722. 396. 342. 927. 327.  25. 734. 341.   7. 100. 102. 158. 221.
 635. 471.  66.  22.]"
61310,"[746.  438.5  80.5 140.5 934.  427.5  14.  820.5 238.    9.  190.   56.
 189.  442.  229.5 731.5 101.   55. ]"
61342,"[641.5 607.5 252.  304.5 688.  247.   10.  964.5 325.    4.   66.   98.5
 108.5 582.  325.  453.  101.5  36.5]"
61360,"[622.  439.5 132.   68.5 339.  397.5  11.5 834.5 190.5  25.5  97.5  20.5
 206.  153.  385.5 627.  136.5  21. ]"
61363,"[ 577.   488.5  143.5  232.  1660.5  590.   113.5 3307.5  287.    62.5
   45.   333.   271.5 1351.   213.5  741.5  401.5  155.5]"
61369,"[ 738.   424.5   26.    58.   434.   279.     7.  1131.5  232.    15.5
  276.5    6.   267.   190.5  558.   840.   225.5   15. ]"
61371,"[1011.   861.5  180.   206.  1173.   652.5  409.5 2072.5  357.5   57.
  526.   172.5  395.   552.5  504.  1006.   467.   243. ]"
61376,"[1354.5 1138.5  469.   367.5 1217.   579.5  147.  2342.   633.    43.
  793.5  143.5  541.   594.  1160.5 1600.   187.5   56. ]"
61379,"[3039.  1658.   534.5  463.  2829.  1830.   406.  3738.   840.   152.5
  579.   258.5  645.5 1136.5 1120.  2551.5  438.   287.5]"
61412,"[2058.5 1390.   448.5  331.5 2644.5 1885.   117.5 6618.5  950.   350.
 2059.5  289.  1200.  1679.  1214.  2980.   661.5  363.5]"
61424,"[700.  627.  308.5 278.  766.  287.5   8.5 667.  375.5   5.   76.   43.5
 121.  355.5 362.5 474.   66.   30.5]"
61465,"[ 848.   603.   290.5  208.  1057.5  477.5   85.5 1130.   361.    13.
  311.5   87.5  188.5  293.   516.5  745.    90.    44.5]"
61497,"[702.  476.   56.   47.  381.  328.   79.5 936.  320.   28.  457.5  54.5
 313.5 145.  785.5 853.5  51.   19. ]"
61502,"[982.  540.   71.   97.5 587.  441.5  34.5 654.5 224.   14.5 163.5  38.5
 134.5 181.  420.5 641.   57.   27.5]"
61522,"[1061.5  703.   191.5  209.5 1090.5  576.5   99.5 1279.5  282.    19.5
  131.5   78.   196.   445.   454.5  829.   193.    76. ]"
61549,"[256. 206.  46.  89. 690. 322.   3. 769. 129. 111. 178.  99. 210. 333.
 172. 513.  87.  23.]"
61551,"[1451.  1137.   573.5  496.  1598.   628.    44.5 1500.   781.    73.5
  520.5  236.   468.5  621.5 1082.  1164.5  141.5   77. ]"
61554,"[451. 287. 151. 176. 459. 299.  14. 786. 171.  26. 313. 147. 228. 329.
 265. 715.  98.  18.]"
61564,"[ 176.   193.    38.5   19.   740.5  305.   256.  1570.5   98.     7.5
   41.5   18.   155.   399.   219.   343.5   95.    11. ]"
61568,"[ 286.   151.     6.5   12.5  251.5   90.5    3.   266.5  132.5    5.
 1308.     5.5  232.5   42.   563.5  624.5   12.    15.5]"
61585,"[ 891.  726.  199.  269. 1508.  615.   61. 1660.  379.   80.  600.  183.
  279.  508.  657.  956.  160.  135.]"
61593,"[1278.5 1279.5  934.5  717.  1850.   788.    35.5 1759.   590.   221.
  183.   233.   485.   723.5  752.  1195.5  249.   142.5]"
61594,"[1656.5 1157.5  382.   513.  1561.   578.5  104.  1089.5  537.    13.
  263.   135.   199.   519.   804.  1104.5  159.5   34. ]"
61610,"[655.  435.5 122.5 138.5 619.5 312.   12.  620.  257.  109.5 991.5  53.
 309.  172.  664.5 800.   12.   54.5]"
61613,"[648.  404.5  65.   87.  840.5 330.5   3.5 614.  161.5   5.  156.5  34.
 122.5 260.5 280.  555.  102.   32. ]"
61624,"[1475.5  954.   161.5  185.5 1505.5  867.5  464.  2439.5  509.    35.
  533.    97.   467.   640.5  991.5 1575.   237.5   83.5]"
61625,"[757.  391.   53.   83.  568.  491.    3.  849.5 157.   14.  107.   22.
 193.  335.  276.  762.5  95.5  37. ]"
61632,"[1039.   550.5  101.5  129.5 1189.5  518.5   19.  1131.   274.     9.5
  247.5   78.   218.   535.   416.   842.5  148.    50.5]"
61645,"[ 764.5  536.5  128.   109.5  726.5  515.5   27.5 1186.   302.    69.5
  333.5   74.5  317.5  377.   457.   877.5   96.5   67. ]"
61657,"[ 997.   623.5  128.   110.5  920.   675.5   43.5 1394.5  308.    48.5
  268.    70.5  354.   357.   469.5 1029.5  138.5   66. ]"
61672,"[647.5 406.  123.   97.  433.  282.   31.  728.5 157.5  44.   57.5  11.
 167.5 208.  356.5 459.5  71.   18.5]"
61674,"[ 573.5  595.   344.5  227.   465.   326.5   95.  1408.   407.5   47.
  145.    91.   282.   404.5  479.   493.5   80.5   51.5]"
61677,"[1096.   649.5  173.5  206.5  974.   695.    35.  1688.   353.    29.
  263.    65.   447.5  511.5  772.  1215.5  157.5   53. ]"
61678,"[ 723.5  736.5  242.5  280.  1169.   265.    38.   827.   341.5    7.5
   55.5  107.   160.   431.5  542.   387.5   74.5   34. ]"
61694,"[ 712.5  620.5  142.   119.   888.5  566.   232.5 1853.5  310.    58.
  225.5   70.   325.5  505.   458.   805.   215.5   79. ]"
61709,"[536.5 350.5 137.5 103.  683.  389.5 413.  720.5 145.   28.5 185.5  37.
 181.  188.5 303.5 541.  139.   41.5]"
61717,"[533.  366.   66.5 100.  599.  359.    4.5 840.5 164.5  28.  127.   51.
 154.  334.  306.5 549.5  80.   48. ]"
61737,"[854. 374.  25.  19. 355. 310.   4. 532. 129.  37. 515.  30. 163. 123.
 527. 787. 133.  40.]"
61742,"[1031.5  557.   101.   160.5 1530.   887.5   80.5 1654.5  284.5   30.
  258.5   49.   308.5  467.   537.  1103.   126.    52.5]"
61752,"[ 472.5  316.5  113.   182.5  784.   464.     8.  1183.   261.5    8.
  298.5   70.   268.5  504.5  171.5  781.    97.5   35. ]"
61762,"[ 570.5  491.5  279.5  229.   598.   365.5    0.  1063.   227.    42.5
  149.5   98.   175.   261.   362.5  523.5  163.5   62. ]"
61783,"[742.5 528.5  31.5  73.5 580.5 318.5   0.  652.5 213.5   0.  329.5  55.
 266.  225.  633.5 777.   31.   39. ]"
61786,"[ 637.5  329.5   27.5   27.5  694.   827.    33.5 1988.5  178.   130.5
  293.     6.   418.   347.5  363.5 1146.5  169.5   66. ]"
61803,"[2565.  1971.   896.   863.5 3304.  1656.   164.  5133.5 1177.   145.5
 2012.   492.5  924.5 1709.  1645.5 3210.5  443.5  190.5]"
61805,"[2207.5 1193.5  224.   276.  1663.  1029.5   93.  1453.5  400.    26.5
  467.5   99.   394.   330.5  992.  1818.   245.5  147. ]"
61809,"[ 743.   673.   377.   322.  1303.   367.5   31.   816.   442.5   23.
  343.   142.   234.   226.5  564.   592.5   55.5   47. ]"
61836,"[1075.5  797.5  106.   233.5 2793.5 1095.    61.5 3524.5  311.   185.5
  134.5  243.   399.5 1311.5  384.5 1145.5  423.5  193.5]"
61863,"[862.  520.  164.  183.5 610.  414.5  19.5 522.5 234.   16.  342.5  52.5
 177.  180.  351.5 824.5  64.5  22. ]"
61869,"[1622.   987.   316.5  281.5 2309.5  944.5  266.  4214.   598.    37.5
  781.5  122.5  631.  1268.5 1027.  1763.5  338.   158.5]"
61879,"[343.5 401.5 215.5 312.5 982.5 203.    8.  923.5 339.    0.  193.  114.5
 170.5 644.  215.5 440.   62.   11. ]"
61880,"[747.5 643.5 251.  227.  560.5 218.   23.5 721.  313.5   5.5  56.5  64.
 104.  318.5 372.5 410.  102.5  22.5]"
61888,"[ 391.5  412.   102.   236.5 1088.5  289.    15.  1009.5  233.     7.
  121.5   80.   139.5  438.5  182.5  384.    99.    25.5]"
61911,"[ 985.5  670.5   78.    80.  1217.   829.5   19.5 2513.5  318.    61.5
   93.    67.5  356.5  647.5  547.5 1129.5  207.5   84.5]"
61912,"[3302.  1808.   640.   697.5 3608.  1500.5  117.5 3121.5  911.    24.
  432.   121.   474.5 1471.5 1240.  2350.5  267.    78. ]"
61913,"[644.  635.  215.5 167.  474.5 213.5  41.5 882.5 276.5   0.   89.   80.
  90.5 398.  466.  421.   79.   14.5]"
61920,"[1263.5  765.   214.5  231.  1027.5  602.    19.5  910.5  296.5    7.
  192.    42.5  232.   348.   542.5 1027.5  120.    25. ]"
61925,"[509.  377.5 162.5 151.  442.  278.5  19.  656.5 243.5   2.  367.5  64.5
 206.  191.  338.  634.5  59.   13. ]"
61934,"[460. 309.  25. 130. 639. 208.  14. 779. 132.   3. 207.  78. 101. 332.
 233. 472. 112.  59.]"
61935,"[1022.   692.5  145.   278.5 1496.5  899.5   35.5 2075.5  371.5   50.5
  159.   180.   349.   721.5  409.5 1127.5  264.5  137. ]"
61941,"[ 722.   462.5   55.    76.5  734.5  460.5   44.5 1253.   215.5   31.5
  312.    19.   260.   341.5  480.5  813.   101.5   56.5]"
61968,"[1657.   962.5  185.   217.5 1192.   753.5    5.5  936.   403.    41.5
  157.    83.   277.   365.5  624.  1109.5  137.    74.5]"
61993,"[ 665.5  472.   116.5  140.   685.   438.5   14.5 1056.5  171.5   17.
  123.    55.5  207.   367.   342.5  667.   103.5   22.5]"
62004,"[ 720.   853.5  360.5  613.5 1824.   269.5   32.   911.5  519.5   17.5
  195.5  503.5  159.5 1023.   316.   484.    54.    47.5]"
62008,"[1461.5  926.5  107.   121.5 1627.5 1441.5 1068.  3926.   332.    70.
  492.5   69.   600.   767.5  863.5 1999.   420.   158.5]"
62024,"[ 980.   500.5   14.5   50.5  915.5  554.    16.  1057.5  145.5   19.
  135.    37.   238.   387.   341.5  896.   210.5  116. ]"
62071,"[ 548.   567.   203.   318.  1062.5  278.5    7.   820.5  274.     2.
   44.   157.5   87.5  584.5  292.   315.5   96.    71. ]"
62075,"[ 600.   444.    45.    69.5  370.5  267.     4.  1256.5  189.     4.
   78.    40.   143.   428.   256.5  547.   172.5   46. ]"
62117,"[323.  240.   27.5  48.  892.5 214.   22.  677.5 169.5  14.  496.5  53.5
 199.  349.5 285.  558.   41.    7. ]"
62120,"[611.  375.   25.5 119.5 716.5 248.5  28.  410.  145.5   0.  282.5  13.5
  87.5 139.5 296.  553.5  26.5   7.5]"
62125,"[1530.5 1474.   345.   567.5 2020.   514.     7.  1198.5  689.5   15.5
   72.   123.   195.5  946.   641.5  770.   156.5  191.5]"
62151,"[1040.   743.5  106.   179.5  774.   525.     0.  1102.   361.5   41.5
   89.5  107.5  273.   604.5  526.5  868.5  106.    35.5]"
62180,"[ 807.5  533.5  132.   132.5  535.5  631.    34.  1284.5  231.    34.
   84.5   25.5  324.   332.5  326.   851.5  129.5   49.5]"
62196,"[736.5 640.  170.5 282.  809.5 330.5  17.  954.  305.5   5.5  94.5  59.5
 143.5 395.5 384.  601.5 128.5  81.5]"
62199,"[2236.  1532.5  454.   721.5 4274.5 1789.5  534.5 5401.5  895.   153.5
  898.   295.   768.5 1565.5  987.  2491.5  502.   214.5]"
62200,"[519.5 477.5 135.5 163.5 898.  172.5   4.5 553.  257.5   0.   21.5  94.
 103.  688.  284.5 335.   33.   24.5]"
62208,"[ 330.5  353.5  132.   119.   502.5  196.   114.5 1073.5  223.5   35.
  182.5   39.5  104.   319.5  280.5  334.    76.    36.5]"
62259,"[804.5 577.  130.5 113.5 673.  361.    6.  985.5 336.    9.  310.   68.
 216.  362.5 439.  749.  181.   50.5]"
62263,"[ 273.5  203.    30.    66.   660.5  336.   301.  1148.5  128.5    9.5
   65.5   47.5  134.   521.5  103.   426.    80.5   13. ]"
62272,"[1244.   594.5   18.5   44.  1104.  1105.    68.  3010.   174.5   69.
  364.    89.5  550.5  826.   663.  1799.5  233.5   86.5]"
62279,"[530.  412.   86.  112.  814.  355.   77.  994.  191.5  32.  102.   56.5
 230.  394.5 324.  550.5 111.   38.5]"
62290,"[1668.5  936.   217.5  179.   867.5  966.    10.5 1750.   363.5   37.5
  436.    28.5  615.5  304.5  885.5 1809.   229.5   49. ]"
62312,"[488.  420.  157.5 203.5 673.  316.5  20.5 666.  264.   17.  379.5 103.
 195.  208.5 314.  584.5  74.5  13. ]"
62330,"[881. 510.  47.  76. 543. 277.   0. 640. 208.   6. 266.  31. 138. 190.
 538. 630. 194.  62.]"
62331,"[ 336.   306.    78.   117.5  742.5  293.5   19.  1208.5  186.    16.
  175.   100.   169.5  552.5  190.5  456.5  107.    33.5]"
62334,"[ 606.5  423.5   54.    60.   576.5  482.    35.  1231.5  177.    24.5
  190.    26.   216.   349.5  316.5  700.5  162.    50.5]"
62344,"[ 886.5  654.5  141.   167.5 1452.   652.5   35.5 1559.   315.    13.
  105.    40.   279.   485.   520.5  897.5  137.    48. ]"
62347,"[ 867.   622.   127.5  181.  1031.5  473.    15.   823.   320.5    6.
  108.    97.   173.5  331.   405.   625.5  101.5   34.5]"
62366,"[ 757.5  650.   234.5  453.5 1823.   449.    11.  1293.   398.     5.
  155.   239.   213.5  944.   297.5  743.5  101.5  111.5]"
62383,"[ 919.5  520.    38.5   89.  1260.   812.   162.  2736.   232.    50.
  148.    90.   429.   894.   437.  1312.   286.5   53. ]"
62393,"[ 688.5  709.5  503.   383.5 1156.5  272.    69.   887.   420.     9.5
  141.5  149.   153.   356.   468.5  462.5   82.5   56.5]"
62395,"[ 454.  281.   34.   54.  733.  452.   39. 1459.  123.   78.  196.   58.
  233.  427.  221.  610.  147.  107.]"
62431,"[ 317.5  283.5  119.   150.   636.5  401.    47.5 1304.5  178.5  119.
  118.5  128.5  189.5  512.5  224.   475.5  115.5   44.5]"
62462,"[529.5 314.  137.  203.5 903.5 465.   14.5 930.5 219.   19.5 106.  100.5
 226.  500.5 316.  575.5  42.    0. ]"
62463,"[1207.  1226.5  880.   855.   921.5  224.    12.   647.   732.     8.5
  277.5  197.   163.   286.5  764.5  521.5   79.5   65. ]"
62518,"[1143.   689.5  134.   112.5  895.5  540.5   49.5  933.5  307.5   42.5
  851.    41.5  263.5  235.   819.  1144.5   85.5   73.5]"
62520,"[1623.  1005.5  122.5  277.  1963.5  767.    95.  1853.5  596.5   21.
 1432.5  164.   420.   614.5 1013.5 1572.5  165.    89.5]"
